# Source https://galupki.de/kalender/sunmoon.php times from 2021
0908,0648,1931
0909,0650,1929
0910,0651,1927
0911,0653,1925
0912,0654,1923
0913,0656,1920
0914,0657,1918
0915,0659,1916
0916,0700,1914
0917,0702,1911
0918,0703,1909
0919,0705,1907
0920,0706,1905
0921,0708,1902
0922,0710,1900
0923,0711,1858
0924,0713,1856
0925,0714,1853
0926,0716,1851
0927,0717,1849
0928,0719,1847
0929,0721,1844
0930,0722,1842
1001,0724,1840
1002,0725,1838
1003,0727,1835
1004,0728,1833
1005,0730,1831
1006,0732,1829
1007,0733,1827
1008,0735,1824
1009,0737,1822
1010,0738,1820
1011,0740,1818
1012,0742,1816
1013,0743,1814
1014,0745,1811
1015,0747,1809
1016,0748,1807
1017,0750,1805
1018,0752,1803
1019,0753,1801
1020,0755,1759
1021,0757,1757
1022,0758,1755
1023,0800,1753
1024,0802,1751
1025,0804,1749
1026,0805,1747
1027,0807,1745
1028,0809,1743
1029,0811,1741
1030,0812,1739
1031,0714,1637
1101,0716,1636
1102,0718,1634
1103,0719,1632
1104,0721,1630
1105,0723,1628
1106,0725,1627
1107,0726,1625
1108,0728,1623
1109,0730,1622
1110,0732,1620
1111,0733,1619
1112,0735,1617
1113,0737,1616
1114,0739,1614
1115,0740,1613
1116,0742,1612
1117,0744,1610
1118,0746,1609
1119,0747,1608
1120,0749,1607
1121,0751,1605
1122,0752,1604
1123,0754,1603
1124,0755,1602
1125,0757,1601
1126,0759,1600
1127,0800,1559
1128,0802,1559
1129,0803,1558
1130,0805,1557
1201,0806,1556
1202,0808,1556
1203,0809,1555
1204,0810,1555
1205,0812,1554
1206,0813,1554
1207,0814,1553
1208,0815,1553
1209,0816,1553
1210,0818,1553
1211,0819,1552
1212,0820,1552
1213,0821,1552
1214,0822,1552
1215,0822,1552
1216,0823,1553
1217,0824,1553
1218,0825,1553
1219,0825,1553
1220,0826,1554
1221,0827,1554
1222,0827,1555
1223,0828,1555
1224,0828,1556
1225,0828,1557
1226,0829,1557
1227,0829,1558
1228,0829,1559
1229,0829,1600
1230,0829,1601
1231,0829,1602
